Name,Meta1,Meta2,Meta3
220420c.18m.asd                 No-OAR,pervious,green veg,pickleweed
220420b.28m.asd                 No-OAR,pervious,npv,npv
220420a.31m.asd                 No-OAR,pervious,mixed,mixed
220420a.6m.asd                 No-OAR,pervious,mixed,mixed
220420b.25m.asd                 No-OAR,pervious,npv,npv
220420c.31m.asd                 No-OAR,pervious,bare soil,bare soil
220420a.5m.asd                 No-OAR,pervious,npv,npv
220420c.4m.asd                 No-OAR,pervious,green veg,pickleweed
220420a.8m.asd                 No-OAR,pervious,mixed,mixed
220420a.11m.asd                 No-OAR,pervious,mixed,mixed
220420b.31m.asd                 No-OAR,pervious,mixed,mixed
220420b.21m.asd                 No-OAR,pervious,bare soil,bare soil
220420c.10m.asd                 No-OAR,pervious,green veg,pickleweed
220420b.17m.asd                 No-OAR,pervious,green veg,pickleweed
220420c.14m.asd                 No-OAR,pervious,npv,npv
220420b.5m.asd                 No-OAR,pervious,green veg,pickleweed
220420a.13m.asd                 No-OAR,pervious,npv,npv
220420c.8m.asd                 No-OAR,pervious,green veg,pickleweed
220420c.30m.asd                 No-OAR,pervious,bare soil,bare soil
220420b.1m.asd                 No-OAR,pervious,green veg,pickleweed
220420b.16m.asd                 No-OAR,pervious,npv,npv
220420b.29m.asd                 No-OAR,pervious,bare soil,bare soil
220420a.28m.asd                 No-OAR,pervious,mixed,mixed
220420a.29m.asd                 No-OAR,pervious,mixed,mixed
220420c.3m.asd                 No-OAR,pervious,mixed,mixed
220420a.12m.asd                 No-OAR,pervious,mixed,mixed
220420a.10m.asd                 No-OAR,pervious,mixed,mixed
220420c.5m.asd                 No-OAR,pervious,mixed,mixed
220420a.14m.asd                 No-OAR,pervious,npv,npv
220420a.25m.asd                 No-OAR,pervious,npv,npv
220420c.19m.asd                 No-OAR,pervious,mixed,mixed
220420a.26m.asd                 No-OAR,pervious,npv,npv
220420c.2m.asd                 No-OAR,pervious,green veg,pickleweed
220420c.11m.asd                 No-OAR,pervious,npv,npv
220420a.0m.asd                 No-OAR,pervious,mixed,mixed
220420a.27m.asd                 No-OAR,pervious,bare soil,bare soil
220420b.3m.asd                 No-OAR,pervious,mixed,mixed
220420a.32m.asd                 No-OAR,pervious,bare soil,bare soil
220420b.24m.asd                 No-OAR,pervious,npv,npv
220420b.20m.asd                 No-OAR,pervious,npv,npv
220420a.15m.asd                 No-OAR,pervious,npv,npv
220420a.16m.asd                 No-OAR,pervious,npv,npv
220420c.29m.asd                 No-OAR,pervious,bare soil,bare soil
220420c.1m.asd                 No-OAR,pervious,mixed,mixed
220420c.32m.asd                 No-OAR,pervious,bare soil,bare soil
220420b.22m.asd                 No-OAR,pervious,npv,npv
220420b.0m.asd                 No-OAR,pervious,green veg,high marsh
220420b.19m.asd                 No-OAR,pervious,mixed,mixed
220420a.30m.asd                 No-OAR,pervious,mixed,mixed
220420c.12m.asd                 No-OAR,pervious,npv,npv
220420b.23m.asd                 No-OAR,pervious,npv,npv
220420c.20m.asd                 No-OAR,pervious,npv,npv
220420c.23m.asd                 No-OAR,pervious,mixed,mixed
220420b.27m.asd                 No-OAR,pervious,bare soil,bare soil
220420c.24m.asd                 No-OAR,pervious,mixed,mixed
220420b.26m.asd                 No-OAR,pervious,mixed,mixed
220420c.28m.asd                 No-OAR,pervious,bare soil,bare soil
220420c.0m.asd                 No-OAR,pervious,mixed,mixed
220420a.9m.asd                 No-OAR,pervious,mixed,mixed
220420c.25m.asd                 No-OAR,pervious,bare soil,bare soil
220420c.21m.asd                 No-OAR,pervious,bare soil,bare soil
220420c.27m.asd                 No-OAR,pervious,bare soil,bare soil
220420c.26m.asd                 No-OAR,pervious,bare soil,bare soil
220420b.30m.asd                 No-OAR,pervious,bare soil,bare soil
220420c.22m.asd                 No-OAR,pervious,bare soil,bare soil
