Name,Meta1,Meta2,Meta3,brightness
Uplands_X143_Y104,Pervious,Plants,Uplands,0.250780
Uplands_X143_Y104,Pervious,Plants,Uplands,0.250780
Uplands_X232_Y23,Pervious,Plants,Uplands,0.215070
Uplands_X232_Y23,Pervious,Plants,Uplands,0.215070
Uplands_X233_Y22,Pervious,Plants,Uplands,0.198107
Uplands_X233_Y22,Pervious,Plants,Uplands,0.198107
Water_X174_Y193,Pervious,Water,Water,0.0314340
Water_X174_Y193,Pervious,Water,Water,0.0314340
Water_X198_Y103,Pervious,Water,Water,0.0405837
Water_X198_Y103,Pervious,Water,Water,0.0405837
Water_X199_Y103,Pervious,Water,Water,0.0406687
Water_X199_Y103,Pervious,Water,Water,0.0406687
Water_X210_Y122,Pervious,Water,Water,0.0380859
Water_X210_Y122,Pervious,Water,Water,0.0380859
WetSand_X143_Y363,Pervious,Bare Soil,Wet Sand,0.115668
WetSand_X143_Y363,Pervious,Bare Soil,Wet Sand,0.115668
WetSand_X97_Y349,Pervious,Bare Soil,Wet Sand,0.135636
WetSand_X97_Y349,Pervious,Bare Soil,Wet Sand,0.135636
WetSand_X97_Y350,Pervious,Bare Soil,Wet Sand,0.135106
WetSand_X97_Y350,Pervious,Bare Soil,Wet Sand,0.135106
WetSand_X98_Y349,Pervious,Bare Soil,Wet Sand,0.133847
WetSand_X98_Y349,Pervious,Bare Soil,Wet Sand,0.133847
